Country,League,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals_current_time,home_team_goals_current_score,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals_current_score,away_team_goals,away_team_goals_assist,home_team_yellow_card_current_time,home_team_yellow_card,home_team_yellow_card_why,away_team_yellow_card_current_time,away_team_yellow_card,away_team_yellow_card_why,home_team_red_card_current_time,home_team_red_card,home_team_red_card_why,away_team_red_card_current_time,away_team_red_card,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,home_team_substitution_why,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,away_team_substitution_why,expected_goals_xg_home,expected_goals_xg_host,Ball_Possession_Home,Ball_Possession_Host,Goal_Attempts_Home,Goal_Attempts_Host,Shots_on_Goal_Home,Shots_on_Goal_Host,Shots_off_Goal_Home,Shots_off_Goal_Host,Blocked_Shots_Home,Blocked_Shots_Host,Free_Kicks_Home,Free_Kicks_Host,Corner_Kicks_Home,Corner_Kicks_Host,Offsides_Home,Offsides_Host,Throw_ins_Home,Throw_ins_Host,Goalkeeper_Saves_Home,Goalkeeper_Saves_Host,Fouls_Home,Fouls_Host,Red_Cards_Home,Red_Cards_Host,Yellow_Cards_Home,Yellow_Cards_Host,Total_Passes_Home,Total_Passes_Host,Completed_Passes_Home,Completed_Passes_Host,Tackles_Home,Tackles_Host,Crosses_Completed_Home,Crosses_Completed_Host,Interceptions_Home,Interceptions_Host,Attacks_Home,Attacks_Host,Dangerous_Attacks_Home,Dangerous_Attacks_Host,Distance_Covered_(km)_Home,Distance_Covered_(km)_Host,Clearances_Completed_Home,Clearances_Completed_Host,Pass_Success_per_Home,Pass_Success_per_Host,referee,venue,capacity,attendance
Germany,Bundesliga,Darmstadt,RB Leipzig,1,3,2023/2024,21.1,16:30,"""1 - 2""","""0 - 1""","[""32'""]",['1 - 2'],['Kempe T.'],['(Penalty)'],"[""1'"", ""24'"", ""72'""]","['0 - 1', '0 - 2', '1 - 3']","['Openda L.', 'Forsberg E.', 'Openda L.']","['(Henrichs B.)', '-', '(Baumgartner C.)']","[""47'"", ""49'"", ""60'"", ""67'"", ""68'"", ""71'""]","['Holland F.', 'Klarer C.', 'Nurnberger F.', 'Skarke T.', 'Maglica M.', 'Muller J.']","['(Tripping)', '(Foul)', '(Foul)', '(Foul)', '(Foul)', '(Tripping)']","[""63'"", ""68'"", ""79'""]","['Raum D.', 'Openda L.', 'Kampl K.']","['(Foul)', '(Foul)', '(Foul)']",,,,,,,"[""58'"", ""64'"", ""64'"", ""64'""]","['Schnellhardt F.', 'Gjasula K.', 'Hornby F.', 'Honsak M.']","['Holland F.', 'Klarer C.', 'Pfeiffer L.', 'Vilhelmsson O.']","['-', '-', '-', '-']","[""62'"", ""62'"", ""62'"", ""80'"", ""80'""]","['Baumgartner C.', 'Seiwald N.', 'Klostermann L.', 'Werner T.', 'Olmo D.']","['Forsberg E.', 'Haidara A.', 'Henrichs B.', 'Openda L.', 'Simons X.']","['-', '-', '-', '-', '-']",1.87,2.53,55%,45%,16.0,10.0,3.0,7.0,13.0,3.0,,,14.0,14.0,6.0,0.0,2.0,4.0,19.0,18.0,4.0,2.0,16.0,12.0,,,6.0,3.0,420.0,309.0,340.0,219.0,,,,,,,108.0,67.0,60.0,22.0,,,,,,,Osmers H.  (Ger),Merck-Stadion am Bollenfalltor  (Darmstadt),17 810,17 810
Germany,Bundesliga,Freiburg,Bochum,2,1,2023/2024,21.1,16:30,"""2 - 1""","""0 - 0""","[""26'"", ""45+2'""]","['1 - 1', '2 - 1']","['Doan R.', 'Grifo V.']","['(Grifo V.)', '(Penalty)']","[""15'""]",['0 - 1'],['Paciencia G.'],['(Asano T.)'],"[""23'"", ""29'"", ""90+2'""]","['Gulde M.', 'Grifo V.', 'Eggestein M.']","['(Holding)', '(Roughing)', '(Foul)']","[""31'"", ""52'"", ""63'"", ""65'""]","['Antwi-Adjei C.', 'Schlotterbeck K.', 'Gamboa C.', 'Riemann M.']","['(Holding)', '(Roughing)', '(Foul)', '(Unsportsmanlike conduct)']",,,,,,,"[""73'"", ""73'"", ""82'"", ""82'"", ""88'""]","['Holer L.', 'Gregoritsch M.', 'Kubler L.', 'Sildillia K.', 'Adamu J.']","['Philipp M.', 'Sallai R.', 'Weisshaupt N.', 'Doan R.', 'Grifo V.']","['-', '-', '-', '-', '-']","[""65'"", ""65'"", ""75'"", ""75'"", ""84'""]","['Hofmann P.', 'Broschinski M.', 'Forster P.', 'Daschner L.', 'Wittek M.']","['Paciencia G.', 'Gamboa C.', 'Stoger K.', 'Losilla A.', 'Soares D. T.']","['-', '-', '-', '-', '-']",2.49,1.66,54%,46%,15.0,13.0,5.0,5.0,10.0,8.0,,,16.0,15.0,5.0,2.0,4.0,2.0,13.0,20.0,4.0,3.0,11.0,16.0,,,3.0,4.0,509.0,377.0,422.0,287.0,,,,,,,118.0,84.0,48.0,43.0,,,,,,,Reichel T.  (Ger),Europa-Park Stadion  (Freiburg),34 700,33 900
Germany,Bundesliga,Hoffenheim,Eintracht Frankfurt,1,3,2023/2024,21.1,16:30,"""1 - 3""","""0 - 0""","[""3'""]",['1 - 0'],['Beier M.'],['(Baumann O.)'],"[""11'"", ""23'"", ""45+3'""]","['1 - 1', '1 - 2', '1 - 3']","['Marmoush O.', 'Knauff A.', 'Skhiri E.']","['(Grahl J.)', '(Chaibi F.)', '-']","[""41'"", ""51'"", ""60'""]","['Grillitsch F.', 'Promel G.', 'Szalai At.']","['(Tripping)', '(Holding)', '(Holding)']",,,,,,,,,,"[""46'"", ""65'"", ""65'"", ""78'"", ""78'""]","['Akpoguma K.', 'Becker F. O.', 'Berisha M.', 'Bulter M.', 'Bischof T.']","['Brooks J. A.', 'Szalai At.', 'Beier M.', 'Weghorst W.', 'Stach A.']","['-', '-', '-', '-', '-']","[""63'"", ""75'"", ""75'"", ""87'""]","['Dina Ebimbe J.', 'Ngankam J.', 'Hauge J.', 'Smolcic H.']","['Chaibi F.', 'Marmoush O.', 'Knauff A.', 'Max P.']","['-', '-', '-', '-']",1.25,2.71,54%,46%,14.0,13.0,5.0,5.0,9.0,8.0,,,5.0,12.0,6.0,3.0,5.0,1.0,16.0,13.0,2.0,4.0,7.0,7.0,,,3.0,0.0,567.0,469.0,482.0,380.0,,,,,,,91.0,46.0,46.0,23.0,,,,,,,Jollenbeck M.  (Ger),PreZero Arena  (Sinsheim),30 150,30 150
Germany,Bundesliga,Union Berlin,Stuttgart,0,3,2023/2024,21.1,16:30,"""0 - 1""","""0 - 2""",,,,,"[""16'"", ""81'"", ""88'""]","['0 - 1', '0 - 2', '0 - 3']","['Guirassy S.', 'Silas', 'Undav D.']","['(Rouault A.)', '(Millot E.)', '(Jeong Woo-Yeong)']","[""34'"", ""49'""]","['Haberer J.', 'Behrens K.']","['(Unsportsmanlike conduct)', '(Roughing)']","[""34'""]",['Rouault A.'],['(Roughing)'],,,,,,,"[""46'"", ""46'"", ""46'"", ""63'"", ""81'""]","['Kral A.', 'Fofana D. D.', 'Becker S.', 'Laidouni A.', 'Hollerbach B.']","['Tousart L.', 'Volland K.', 'Haberer J.', 'Khedira R.', 'Knoche R.']","['-', '-', '-', '-', '-']","[""30'"", ""69'"", ""69'"", ""82'"", ""83'""]","['Undav D.', 'Silas', 'Ito H.', 'Jeong Woo-Yeong', 'Stenzel P.']","['Guirassy S.', 'Leweling J.', 'Fuhrich C.', 'Millot E.', 'Zagadou D.']","['-', '-', '-', '-', '-']",1.19,1.63,43%,57%,10.0,10.0,2.0,5.0,8.0,5.0,,,12.0,17.0,4.0,2.0,4.0,0.0,23.0,23.0,2.0,2.0,12.0,12.0,,,2.0,1.0,415.0,579.0,328.0,504.0,,,,,,,118.0,109.0,54.0,38.0,,,,,,,Dankert B.  (Ger),Stadion An der Alten Försterei  (Berlin),22 012,22 012
Germany,Bundesliga,Wolfsburg,Bayer Leverkusen,1,2,2023/2024,21.1,16:30,"""1 - 1""","""0 - 1""","[""41'""]",['1 - 1'],['Lacroix M.'],['(Jenz M.)'],"[""13'"", ""62'""]","['0 - 1', '1 - 2']","['Frimpong J.', 'Grimaldo A.']","['(Boniface V.)', '(Frimpong J.)']","[""36'"", ""45'"", ""65'""]","['Arnold M.', 'Baku R.', 'Maehle J.']","['(Roughing)', '(Unsportsmanlike conduct)', '(Tripping)']","[""37'"", ""55'"", ""56'"", ""74'"", ""86'""]","['Palacios E.', 'Xhaka G.', 'Adli A.', 'Hofmann J.', 'Tapsoba E.']","['(Unsportsmanlike conduct)', '(Roughing)', '(Holding)', '(Unsportsmanlike conduct)', '(Tripping)']",,,,,,,"[""46'"", ""71'"", ""78'"", ""78'""]","['Sarr A.', 'Majer L.', 'Paredes K.', 'Kaminski J.']","['Tomas T.', 'Svanberg M.', 'Gerhardt Y.', 'Bornauw S.']","['-', '-', '-', '-']","[""60'"", ""88'"", ""88'"", ""88'""]","['Wirtz F.', 'Kossounou O.', 'Tella N.', 'Amiri N.']","['Adli A.', 'Stanisic J.', 'Frimpong J.', 'Hofmann J.']","['-', '-', '-', '-']",1.59,1.49,46%,54%,18.0,13.0,7.0,6.0,11.0,7.0,,,15.0,16.0,4.0,3.0,1.0,2.0,14.0,17.0,4.0,6.0,15.0,14.0,,,3.0,5.0,437.0,624.0,354.0,543.0,,,,,,,94.0,120.0,25.0,55.0,,,,,,,Fritz M.  (Ger),Volkswagen Arena  (Wolfsburg),28 917,28 917
Germany,Bundesliga,Dortmund,Werder Bremen,1,0,2023/2024,20.1,21:30,"""0 - 0""","""1 - 0""","[""67'""]",['1 - 0'],['Brandt J.'],['(Can E.)'],,,,,"[""44'""]",['Nmecha F.'],['(Tripping)'],"[""61'"", ""75'"", ""83'"", ""90+5'"", ""90+5'""]","['Bittencourt L.', 'Stage J.', 'Veljkovic M.', 'Deman O.', 'Ducksch M.']","['(Tripping)', '(Foul)', '(Tripping)', '(Foul)', '(Not on pitch, Unsportsmanlike conduct)']",,,,,,,"[""62'"", ""62'"", ""76'"", ""77'"", ""90'""]","['Bensebaini R.', 'Reyna G.', 'Sabitzer M.', 'Haller S.', 'Adeyemi K.']","['Wolf M.', 'Reus M.', 'Malen D.', 'Fullkrug N.', 'Brandt J.']","['-', '-', '-', '-', '-']","[""68'"", ""68'"", ""81'"", ""87'""]","['Njinmah J.', 'Lynen S.', 'Woltemade N.', 'Borre R.']","['Kownacki D.', 'Bittencourt L.', 'Schmid R.', 'Jung A.']","['-', '-', '-', '-']",2.71,0.44,58%,42%,22.0,6.0,5.0,1.0,17.0,5.0,,,10.0,5.0,10.0,4.0,0.0,0.0,17.0,17.0,1.0,4.0,5.0,10.0,,,1.0,5.0,577.0,413.0,508.0,330.0,,,,,,,137.0,72.0,70.0,23.0,,,,,,,Brych F.  (Ger),Signal Iduna Park  (Dortmund),81 365,81 365
Germany,Bundesliga,Eintracht Frankfurt,Heidenheim,2,0,2023/2024,8.1,20:30,"""1 - 0""","""1 - 0""","[""39'"", ""72'""]","['1 - 0', '2 - 0']","['Larsson H.', 'Knauff A.']","['-', '(Buta)']",,,,,"[""11'"", ""65'""]","['Ngankam J.', 'Max P.']","['(Roughing)', '(Roughing)']","[""23'"", ""28'"", ""46'""]","['Beste J.', 'Muller K.', 'Mainka P.']","['(Unsportsmanlike conduct)', '(Tripping)', '(Holding)']",,,,,,,"[""67'"", ""67'"", ""78'"", ""90'"", ""90'""]","['Knauff A.', 'Nacho', 'Nkounkou N.', 'Smolcic H.', 'Hasebe M.']","['Ngankam J.', 'Marmoush O.', 'Max P.', 'Chaibi F.', 'Larsson H.']","['-', '-', '-', '-', '-']","[""46'"", ""58'"", ""78'"", ""78'"", ""85'""]","['Dovedan N.', 'Beck A.', 'Schoppner J.', 'Thomalla D.', 'Pick F.']","['Pieringer M.', 'Theuerkauf N.', 'Beste J.', 'Kleindienst T.', 'Beck A.']","['-', '-', '-', '-', '-']",1.9,0.86,51%,49%,12.0,7.0,6.0,2.0,6.0,5.0,,,12.0,17.0,3.0,6.0,3.0,3.0,15.0,28.0,2.0,4.0,14.0,10.0,,,2.0,3.0,494.0,485.0,395.0,383.0,,,,,,,116.0,128.0,51.0,36.0,,,,,,,Schlager D.  (Ger),Deutsche Bank Park  (Frankfurt),58 000,50 000
Germany,Bundesliga,Bayern Munich,Freiburg,3,0,2023/2024,8.1,18:30,"""2 - 0""","""1 - 0""","[""12'"", ""25'"", ""85'""]","['1 - 0', '2 - 0', '3 - 0']","['Coman K.', 'Sane L.', 'Coman K.']","['(Muller T.)', '(Kane H.)', '(Laimer K.)']",,,,,"[""17'""]",['Mazraoui N.'],['(Roughing)'],,,,,,,,,,"[""72'"", ""72'"", ""77'"", ""88'"", ""88'""]","['Tel M.', 'Musiala J.', 'Laimer K.', 'Choupo-Moting E. M.', 'Kratzig F.']","['Kane H.', 'Muller T.', 'Upamecano D.', 'Coman K.', 'Kimmich J.']","['-', '-', '-', '-', '-']","[""46'"", ""68'"", ""68'"", ""84'"", ""84'""]","['Philipp M.', 'Weisshaupt N.', 'Adamu J.', 'Rudlin F.', 'Breunig M.']","['Rohl M.', 'Doan R.', 'Holer L.', 'Eggestein M.', 'Sallai R.']","['-', '-', '-', '-', '-']",2.5,0.08,68%,32%,21.0,2.0,5.0,0.0,16.0,2.0,,,9.0,10.0,7.0,1.0,3.0,3.0,8.0,14.0,0.0,2.0,7.0,8.0,,,1.0,0.0,776.0,314.0,706.0,232.0,,,,,,,155.0,69.0,72.0,14.0,,,,,,,Schroder R.  (Ger),Allianz Arena  (Munich),75 024,75 000
Germany,Bundesliga,Bayer Leverkusen,FC Koln,3,0,2023/2024,8.1,16:30,"""2 - 0""","""1 - 0""","[""22'"", ""32'"", ""67'""]","['1 - 0', '2 - 0', '3 - 0']","['Hofmann J.', 'Frimpong J.', 'Boniface V.']","['(Wirtz F.)', '(Grimaldo A.)', '(Hofmann J.)']",,,,,"[""23'"", ""45+4'"", ""61'"", ""66'""]","['Frimpong J.', 'Tapsoba E.', 'Tah J.', 'Alonso X.']","['(Unsportsmanlike conduct)', '(Roughing)', '(Roughing)', '(Not on pitch)']","[""24'""]",['Baumgart S.'],['(Not on pitch)'],,,,,,,"[""71'"", ""71'"", ""81'"", ""81'"", ""88'""]","['Hincapie P.', 'Adli A.', 'Tella N.', 'Hlozek A.', 'Puerta G.']","['Tapsoba E.', 'Wirtz F.', 'Frimpong J.', 'Boniface V.', 'Hofmann J.']","['-', '-', '-', '-', '-']","[""62'"", ""75'"", ""75'"", ""90+1'"", ""90+1'""]","['Finkgrafe M.', 'Olesen M.', 'Tigges S.', 'Kilian L.', 'Downs D.']","['Alidou F.', 'Huseinbasic D.', 'Martel E.', 'Carstensen R.', 'Selke D.']","['-', '-', '-', '-', '-']",4.02,1.5,61%,39%,21.0,7.0,10.0,3.0,11.0,4.0,,,5.0,7.0,11.0,4.0,2.0,0.0,9.0,7.0,3.0,7.0,9.0,7.0,,,3.0,0.0,747.0,408.0,687.0,343.0,,,,,,,135.0,45.0,70.0,25.0,,,,,,,Zwayer F.  (Ger),BayArena  (Leverkusen),30 210,30 210
Germany,Bundesliga,Werder Bremen,Hoffenheim,2,3,2023/2024,7.1,19:30,"""1 - 2""","""1 - 1""","[""17'"", ""90+1'""]","['1 - 1', '2 - 2']","['Schmid R.', 'Stage J.']","['(Ducksch M.)', '(Gross C.)']","[""8'"", ""29'"", ""90+2'""]","['0 - 1', '1 - 2', '2 - 3']","['Beier M.', 'Promel G.', 'Bulter M.']","['(Promel G.)', '(Skov R.)', '-']","[""32'"", ""45+1'"", ""56'"", ""58'"", ""90+2'""]","['Keita N.', 'Ducksch M.', 'Weiser M.', 'Rapp N.', 'Jung A.']","['(Tripping)', '(Foul)', '(Tripping)', '(Tripping)', '(Unsportsmanlike conduct)']","[""69'"", ""72'"", ""90'"", ""90+5'""]","['Promel G.', 'Akpoguma K.', 'Baumann O.', 'Vogt K.']","['(Holding)', '(Tripping)', '(Delay of game)', '(Unsportsmanlike conduct)']",,,,,,,"[""59'"", ""59'"", ""72'"", ""72'"", ""83'""]","['Stage J.', 'Borre R.', 'Gross C.', 'Woltemade N.', 'Bittencourt L.']","['Keita N.', 'Njinmah J.', 'Rapp N.', 'Lynen S.', 'Friedl M.']","['-', '-', '-', '-', '-']","[""60'"", ""66'"", ""81'"", ""81'""]","['Bulter M.', 'Akpoguma K.', 'Bebou I.', 'Becker F. O.']","['Skov R.', 'Kabak O.', 'Beier M.', 'Grillitsch F.']","['-', '-', '-', '-']",0.94,1.79,49%,51%,13.0,11.0,3.0,4.0,10.0,7.0,,,7.0,14.0,4.0,4.0,2.0,4.0,15.0,10.0,1.0,1.0,15.0,6.0,,,5.0,4.0,459.0,498.0,367.0,398.0,,,,,,,113.0,146.0,43.0,34.0,,,,,,,Dingert C.  (Ger),Weserstadion  (Bremen),42 100,41 000
Germany,Bundesliga,Augsburg,Darmstadt,1,2,2023/2024,7.1,16:30,"""0 - 0""","""1 - 2""","[""86'""]",['1 - 2'],['Demirovic E.'],['-'],"[""52'"", ""70'""]","['0 - 1', '0 - 2']","['Skarke T.', 'Kempe T.']","['-', '(Penalty)']","[""35'"", ""66'"", ""74'"", ""90+4'""]","['Gumny R.', 'Michel S.', 'Demirovic E.', 'Uduokhai F.']","['(Holding)', '(Roughing)', '(Roughing)', '(Foul)']","[""38'"", ""59'""]","['Muller J.', 'Pfeiffer L.']","['(Holding)', '(Holding)']",,,,,,,"[""58'"", ""58'"", ""58'"", ""70'"", ""75'""]","['Maier A.', 'Pedersen M.', 'Michel S.', 'Jensen F.', 'Cardona I.']","['Tietz P.', 'Gumny R.', 'Iago', 'Breithaupt T.', 'Pfeiffer P.']","['-', '-', '-', '-', '-']","[""71'"", ""71'"", ""82'"", ""82'"", ""90+5'""]","['Muller A.', 'Hornby F.', 'Honsak M.', 'Riedel C.', 'Isherwood T.']","['Mehlem M.', 'Pfeiffer L.', 'Skarke T.', 'Kempe T.', 'Bader M.']","['-', '-', '-', '-', '-']",,,49%,51%,17.0,17.0,3.0,5.0,14.0,12.0,,,13.0,18.0,4.0,4.0,6.0,1.0,23.0,12.0,3.0,2.0,13.0,12.0,,,4.0,2.0,371.0,419.0,282.0,339.0,,,,,,,105.0,72.0,50.0,25.0,,,,,,,Aytekin D.  (Ger),WWK Arena  (Augsburg),30 660,29 200
Germany,Bundesliga,Dortmund,Union Berlin,4,2,2023/2024,7.1,16:30,"""1 - 2""","""3 - 0""","[""7'"", ""49'"", ""54'"", ""71'""]","['1 - 0', '2 - 2', '3 - 2', '4 - 2']","['Fullkrug N.', 'Schlotterbeck N.', 'Brandt J.', 'Ryerson J.']","['-', '(Nmecha F.)', '(Reus M.)', '-']","[""9'"", ""31'""]","['1 - 1', '1 - 2']","['Gosens R.', 'Bonucci L.']","['(Trimmel C.)', '(Penalty)']","[""31'""]",['Hummels M.'],['(Roughing)'],"[""64'""]",['Gosens R.'],['(Foul)'],,,,,,,"[""46'"", ""64'"", ""73'"", ""83'"", ""83'""]","['Brandt J.', 'Reyna G.', 'Sule N.', 'Haller S.', 'Ozcan S.']","['Gittens J.', 'Malen D.', 'Hummels M.', 'Fullkrug N.', 'Reus M.']","['-', '-', '-', '-', '-']","[""20'"", ""54'"", ""68'"", ""68'"", ""68'""]","['Tousart L.', 'Aaronson B.', 'Fofana D. D.', 'Volland K.', 'Roussillon J.']","['Kral A.', 'Laidouni A.', 'Behrens K.', 'Becker S.', 'Trimmel C.']","['-', '-', '-', '-', '-']",,,66%,34%,12.0,12.0,7.0,5.0,5.0,7.0,,,20.0,7.0,4.0,6.0,1.0,5.0,17.0,19.0,3.0,3.0,7.0,15.0,,,1.0,1.0,602.0,268.0,536.0,198.0,,,,,,,137.0,62.0,39.0,25.0,,,,,,,Ittrich P.  (Ger),Signal Iduna Park  (Dortmund),81 365,81 365
Germany,Bundesliga,RB Leipzig,Bochum,0,0,2023/2024,7.1,16:30,"""0 - 0""","""0 - 0""",,,,,,,,,"[""47'"", ""69'""]","['Baumgartner C.', 'Simons X.']","['(Holding)', '(Roughing)']","[""42'"", ""55'"", ""60'"", ""87'""]","['Osterhage P.', 'Ordets I.', 'Stoger K.', 'Schlotterbeck K.']","['(Holding)', '(Elbowing)', '(Unsportsmanlike conduct)', '(Tripping)']",,,,,,,"[""57'"", ""57'"", ""78'"", ""78'"", ""78'""]","['Forsberg E.', 'Poulsen Y.', 'Werner T.', 'Haidara A.', 'Carvalho F.']","['Baumgartner C.', 'Sesko B.', 'Openda L.', 'Simons X.', 'Schlager X.']","['-', '-', '-', '-', '-']","[""72'"", ""72'"", ""82'"", ""88'""]","['Loosli N.', 'Kwarteng M.', 'Antwi-Adjei C.', 'Masovic E.']","['Gamboa C.', 'Paciencia G.', 'Asano T.', 'Osterhage P.']","['-', '-', '-', '-']",,,66%,34%,18.0,9.0,5.0,2.0,13.0,7.0,,,14.0,14.0,9.0,1.0,1.0,3.0,21.0,18.0,2.0,5.0,10.0,13.0,,,2.0,4.0,663.0,195.0,597.0,127.0,,,,,,,152.0,60.0,75.0,16.0,,,,,,,Gerach T.  (Ger),Red Bull Arena  (Leipzig),47 069,44 269
Germany,Bundesliga,Stuttgart,Wolfsburg,3,1,2023/2024,7.1,16:30,"""0 - 1""","""3 - 0""","[""67'"", ""78'"", ""82'""]","['1 - 1', '2 - 1', '3 - 1']","['Guirassy S.', 'Guirassy S.', 'Guirassy S.']","['(Penalty)', '(Fuhrich C.)', '-']","[""34'""]",['0 - 1'],['Gerhardt Y.'],['-'],"[""90+4'""]",['Undav D.'],['(Unsportsmanlike conduct)'],"[""5'"", ""42'"", ""73'""]","['Svanberg M.', 'Wind J.', 'Vranckx A.']","['(Roughing)', '(Elbowing)', '(Foul)']",,,,,,,"[""61'"", ""61'"", ""83'"", ""83'"", ""90+3'""]","['Undav D.', 'Silas', 'Zagadou D.', 'Mittelstadt M.', 'Stergiou L.']","['Leweling J.', 'Stenzel P.', 'Rouault A.', 'Fuhrich C.', 'Guirassy S.']","['-', '-', '-', '-', '-']","[""62'"", ""79'"", ""79'"", ""79'"", ""85'""]","['Vranckx A.', 'Cerny V.', 'Paredes K.', 'Kaminski J.', 'Sarr A.']","['Gerhardt Y.', 'Tomas T.', 'Majer L.', 'Svanberg M.', 'Wind J.']","['-', '-', '-', '-', '-']",,,57%,43%,13.0,12.0,7.0,5.0,6.0,7.0,,,13.0,19.0,5.0,6.0,5.0,0.0,18.0,15.0,4.0,4.0,13.0,14.0,,,1.0,3.0,568.0,380.0,488.0,296.0,,,,,,,111.0,94.0,50.0,27.0,,,,,,,Siebert D.  (Ger),MHPArena  (Stuttgart),60 449,52 000
Germany,Bundesliga,B. Monchengladbach,Mainz,2,2,2023/2024,6.1,21:30,"""1 - 1""","""1 - 1""","[""22'"", ""88'""]","['1 - 0', '2 - 2']","['Neuhaus F.', 'Scally J.']","['(Honorat F.)', '(Ngoumou N.)']","[""24'"", ""75'""]","['1 - 1', '1 - 2']","['Gruda B.', 'Barkok A.']","['(Fernandes E.)', '(El Ghazi A.)']","[""56'"", ""81'"", ""82'""]","['Itakura K.', 'Kone M.', 'Hack R.']","['(Tripping)', '(Tripping)', '(Roughing)']","[""66'""]",['Bell S.'],['(Roughing)'],,,,,,,"[""64'"", ""64'"", ""64'"", ""79'"", ""79'""]","['Kone M.', 'Cvancara T.', 'Ngoumou N.', 'Scally J.', 'Hack R.']","['Neuhaus F.', 'Siebatcheu J.', 'Plea A.', 'Netz L.', 'Reitz R.']","['-', '-', '-', '-', '-']","[""70'"", ""70'"", ""80'"", ""86'""]","['El Ghazi A.', 'Barkok A.', 'Papela M.', 'Kohr D.']","['Gruda B.', 'Lee Jae-Sung', 'Caci A.', 'Krauss T.']","['-', '-', '-', '-']",2.24,1.06,58%,42%,20.0,13.0,9.0,7.0,11.0,6.0,,,10.0,10.0,10.0,3.0,1.0,1.0,25.0,20.0,5.0,7.0,9.0,9.0,,,3.0,1.0,566.0,384.0,470.0,296.0,,,,,,,153.0,86.0,45.0,21.0,,,,,,,Jablonski S.  (Ger),Borussia-Park  (Mönchengladbach),54 042,51 529
Germany,Bundesliga,Freiburg,Augsburg,2,0,2023/2024,1.1,18:30,"""1 - 0""","""1 - 0""","[""5'"", ""56'""]","['1 - 0', '2 - 0']","['Grifo V.', 'Lienhart P.']","['(Penalty)', '(Grifo V.)']",,,,,"[""50'"", ""75'""]","['Rohl M.', 'Sildillia K.']","['(Foul)', '(Foul)']","[""60'"", ""84'""]","['Breithaupt T.', 'Michel S.']","['(Tripping)', '(Roughing)']",,,,,,,"[""20'"", ""73'"", ""73'"", ""88'"", ""89'""]","['Rohl M.', 'Philipp M.', 'Adamu J.', 'Gregoritsch M.', 'Gulde M.']","['Keitel Y.', 'Doan R.', 'Grifo V.', 'Holer L.', 'Sallai R.']","['-', '-', '-', '-', '-']","[""57'"", ""57'"", ""71'"", ""71'""]","['Pedersen M.', 'Michel S.', 'Beljo D.', 'Maier A.']","['Iago', 'Vargas R.', 'Tietz P.', 'Breithaupt T.']","['-', '-', '-', '-']",1.09,1.58,54%,46%,7.0,13.0,3.0,4.0,4.0,9.0,,,19.0,13.0,2.0,3.0,0.0,2.0,24.0,25.0,4.0,1.0,13.0,17.0,,,2.0,2.0,462.0,401.0,356.0,309.0,,,,,,,100.0,121.0,25.0,45.0,,,,,,,Osmers H.  (Ger),Europa-Park Stadion  (Freiburg),34 700,33 134
Germany,Bundesliga,Darmstadt,Werder Bremen,4,2,2023/2024,1.1,16:30,"""2 - 0""","""2 - 2""","[""5'"", ""25'"", ""50'"", ""62'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 0']","['Bader M.', 'Skarke T.', 'Mehlem M.', 'Kempe T.']","['(Mehlem M.)', '(Nurnberger F.)', '(Bader M.)', '(Penalty)']","[""70'"", ""78'""]","['4 - 1', '4 - 2']","['Deman O.', 'Veljkovic M.']","['(Weiser M.)', '(Ducksch M.)']","[""40'"", ""52'"", ""90+4'""]","['Mehlem M.', 'Holland F.', 'Franjic B.']","['(Unsportsmanlike conduct)', '(Foul)', '(Holding)']","[""31'"", ""90+3'""]","['Lynen S.', 'Deman O.']","['(Tripping)', '(Tripping)']",,,,,,,"[""59'"", ""59'"", ""71'"", ""71'"", ""80'""]","['Honsak M.', 'Hornby F.', 'Franjic B.', 'Schnellhardt F.', 'Ronstadt F.']","['Skarke T.', 'Pfeiffer L.', 'Holland F.', 'Mehlem M.', 'Nurnberger F.']","['-', '-', '-', '-', '-']","[""46'"", ""46'"", ""69'"", ""85'"", ""86'""]","['Njinmah J.', 'Woltemade N.', 'Keita N.', 'Kownacki D.', 'Rapp N.']","['Borre R.', 'Lynen S.', 'Schmid R.', 'Stage J.', 'Gross C.']","['-', '-', '-', '-', '-']",2.31,1.76,44%,56%,14.0,9.0,5.0,6.0,9.0,3.0,,,23.0,22.0,2.0,4.0,2.0,5.0,17.0,23.0,4.0,1.0,19.0,19.0,,,3.0,2.0,357.0,472.0,257.0,373.0,,,,,,,80.0,119.0,30.0,39.0,,,,,,,Petersen M.  (Ger),Merck-Stadion am Bollenfalltor  (Darmstadt),17 810,17 810
