Country,League,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals_current_time,home_team_goals_current_score,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals_current_score,away_team_goals,away_team_goals_assist,home_team_yellow_card_current_time,home_team_yellow_card,home_team_yellow_card_why,away_team_yellow_card_current_time,away_team_yellow_card,away_team_yellow_card_why,home_team_red_card_current_time,home_team_red_card,home_team_red_card_why,away_team_red_card_current_time,away_team_red_card,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,home_team_substitution_why,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,away_team_substitution_why,expected_goals_xg_home,expected_goals_xg_host,Ball_Possession_Home,Ball_Possession_Host,Goal_Attempts_Home,Goal_Attempts_Host,Shots_on_Goal_Home,Shots_on_Goal_Host,Shots_off_Goal_Home,Shots_off_Goal_Host,Blocked_Shots_Home,Blocked_Shots_Host,Free_Kicks_Home,Free_Kicks_Host,Corner_Kicks_Home,Corner_Kicks_Host,Offsides_Home,Offsides_Host,Throw_ins_Home,Throw_ins_Host,Goalkeeper_Saves_Home,Goalkeeper_Saves_Host,Fouls_Home,Fouls_Host,Red_Cards_Home,Red_Cards_Host,Yellow_Cards_Home,Yellow_Cards_Host,Total_Passes_Home,Total_Passes_Host,Completed_Passes_Home,Completed_Passes_Host,Tackles_Home,Tackles_Host,Crosses_Completed_Home,Crosses_Completed_Host,Interceptions_Home,Interceptions_Host,Attacks_Home,Attacks_Host,Dangerous_Attacks_Home,Dangerous_Attacks_Host,Distance_Covered_(km)_Home,Distance_Covered_(km)_Host,Clearances_Completed_Home,Clearances_Completed_Host,Pass_Success_per_Home,Pass_Success_per_Host,referee,venue,capacity,attendance
Germany,Bundesliga,Bayer Leverkusen,Augsburg,2,1,2023/2024,18.05,16:30,"""2 - 0""","""0 - 1""","[""12'"", ""27'""]","['1 - 0', '2 - 0']","['Boniface V.', 'Andrich R.']","['(Adli A.)', '-']","[""62'""]",['2 - 1'],['Komur M.'],['(Maier A.)'],,,,"[""82'""]",['Uduokhai F.'],"['(Roughing, misses next match)']",,,,,,,"[""63'"", ""63'"", ""70'"", ""70'"", ""82'""]","['Wirtz F.', 'Schick P.', 'Hincapie P.', 'Xhaka G.', 'Stanisic J.']","['Adli A.', 'Boniface V.', 'Grimaldo A.', 'Palacios E.', 'Frimpong J.']","['-', '-', '-', '-', '-']","[""41'"", ""74'"", ""74'"", ""90+1'"", ""90+1'""]","['Engels A.', 'Biel P.', 'Michel S.', 'Beljo D.', 'Kucuksahin M.']","['Breithaupt T.', 'Komur M.', 'Tietz P.', 'Demirovic E.', 'Maier A.']","['(Injury)', '-', '-', '-', '-']",2.86,0.77,62%,38%,19.0,8.0,8.0,2.0,11.0,6.0,,,6.0,11.0,5.0,4.0,5.0,0.0,10.0,10.0,1.0,6.0,6.0,7.0,,,0.0,1.0,728.0,382.0,670.0,321.0,,,,,,,150.0,66.0,84.0,32.0,118.0,118.0,,,,,Jollenbeck M.  (Ger),BayArena  (Leverkusen),30 210,30 210
Germany,Bundesliga,Dortmund,Darmstadt,4,0,2023/2024,18.05,16:30,"""2 - 0""","""2 - 0""","[""30'"", ""38'"", ""72'"", ""88'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 0']","['Maatsen I.', 'Reus M.', 'Brandt J.', 'Malen D.']","['(Reus M.)', '-', '(Sancho J.)', '-']",,,,,,,,"[""7'"", ""45'"", ""59'""]","['Klarer C.', 'Gjasula K.', 'Vilhelmsson O.']","['(Tripping)', '(Holding)', '(Tripping)']",,,,,,,"[""61'"", ""61'"", ""73'"", ""73'"", ""82'""]","['Malen D.', 'Brandt J.', 'Wolf M.', 'Gittens J.', 'Nmecha F.']","['Adeyemi K.', 'Fullkrug N.', 'Ryerson J.', 'Sancho J.', 'Reus M.']","['-', '-', '-', '-', '-']","[""66'"", ""66'"", ""67'"", ""78'"", ""85'""]","['Honsak M.', 'Justvan J.', 'Isherwood T.', 'Torsiello F.', 'Schnellhardt F.']","['Vilhelmsson O.', 'Mehlem M.', 'Zimmermann C.', 'Skarke T.', 'Gjasula K.']","['-', '-', '(Injury)', '-', '-']",2.83,0.42,71%,29%,21.0,7.0,10.0,1.0,11.0,6.0,,,13.0,4.0,7.0,3.0,0.0,2.0,17.0,15.0,1.0,6.0,4.0,10.0,,,0.0,3.0,727.0,258.0,669.0,204.0,,,,,,,117.0,58.0,66.0,27.0,104.0,107.0,,,,,Siebert D.  (Ger),Signal Iduna Park  (Dortmund),81 365,81 365
Germany,Bundesliga,Eintracht Frankfurt,RB Leipzig,2,2,2023/2024,18.05,16:30,"""0 - 1""","""2 - 1""","[""60'"", ""77'""]","['1 - 2', '2 - 2']","['Ekitike H.', 'Marmoush O.']","['(Knauff A.)', '(Penalty)']","[""42'"", ""46'""]","['0 - 1', '0 - 2']","['Simons X.', 'Sesko B.']","['(Penalty)', '(Seiwald N.)']","[""61'"", ""90+2'""]","['Koch R.', 'Knauff A.']","['(Foul)', '(Unsportsmanlike conduct)']","[""51'"", ""90+2'""]","['Henrichs B.', 'Simons X.']","['(Foul, misses next match)', '(Foul)']",,,,,,,"[""78'"", ""78'"", ""90+7'"", ""90+10'"", ""90+11'""]","['Larsson H.', 'Dina Ebimbe J.', 'Nkounkou N.', 'Hasebe M.', 'Rode S.']","['Skhiri E.', 'Buta', 'Ekitike H.', 'Chaibi F.', 'Gotze M.']","['-', '-', '-', '-', '-']","[""74'"", ""90'"", ""90'"", ""90+11'"", ""90+11'""]","['Baumgartner C.', 'Kampl K.', 'Bitshiabu E.', 'Norbye J.', 'Jatta N.']","['Elmas E.', 'Haidara A.', 'Henrichs B.', 'Simons X.', 'Sesko B.']","['-', '-', '-', '-', '-']",2.02,1.73,46%,54%,19.0,9.0,6.0,5.0,13.0,4.0,,,12.0,8.0,8.0,3.0,0.0,4.0,22.0,16.0,3.0,4.0,10.0,11.0,,,2.0,2.0,432.0,520.0,354.0,442.0,,,,,,,107.0,86.0,49.0,28.0,113.0,113.0,,,,,Zwayer F.  (Ger),Deutsche Bank Park  (Frankfurt),58 000,57 500
Germany,Bundesliga,Heidenheim,FC Koln,4,1,2023/2024,18.05,16:30,"""3 - 0""","""1 - 1""","[""16'"", ""22'"", ""36'"", ""78'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 1']","['Dinkci E.', 'Dinkci E.', 'Sessa K.', 'Beste J.']","['(Beste J.)', '-', '-', '(Pick F.)']","[""64'""]",['3 - 1'],['Tigges S.'],['-'],"[""76'""]",['Kleindienst T.'],['(Roughing)'],"[""30'"", ""52'"", ""77'""]","['Kainz F.', 'Hubers T.', 'Maina L.']","['(Roughing)', '(Tripping)', '(Foul)']",,,,,,,"[""66'"", ""80'"", ""87'"", ""87'""]","['Pick F.', 'Theuerkauf N.', 'Pieringer M.', 'Thomalla D.']","['Sessa K.', 'Dinkci E.', 'Beste J.', 'Schoppner J.']","['-', '-', '-', '-']","[""46'"", ""46'"", ""55'"", ""62'"", ""76'""]","['Downs D.', 'Uth M.', 'Carstensen R.', 'Paqarada L.', 'Dietz F.']","['Alidou F.', 'Kainz F.', 'Thielmann J.', 'Heintz D.', 'Martel E.']","['-', '-', '-', '-', '-']",0.92,2.56,50%,50%,13.0,19.0,7.0,9.0,6.0,10.0,,,19.0,11.0,5.0,12.0,2.0,0.0,27.0,22.0,8.0,3.0,9.0,20.0,,,1.0,3.0,370.0,419.0,303.0,344.0,,,,,,,87.0,76.0,49.0,65.0,117.0,117.0,,,,,Welz T.  (Ger),Voith-Arena  (Heidenheim),15 000,15 000
Germany,Bundesliga,Hoffenheim,Bayern Munich,4,2,2023/2024,18.05,16:30,"""1 - 2""","""3 - 0""","[""8'"", ""68'"", ""85'"", ""87'""]","['1 - 2', '2 - 2', '3 - 2', '4 - 2']","['Beier M.', 'Kramaric A.', 'Kramaric A.', 'Kramaric A.']","['(Kramaric A.)', '(Bebou I.)', '(Bischof T.)', '-']","[""4'"", ""6'""]","['0 - 1', '0 - 2']","['Tel M.', 'Davies A.']","['(Muller T.)', '(Tel M.)']","[""51'"", ""54'"", ""88'""]","['Promel G.', 'Grillitsch F.', 'Kramaric A.']","['(Unsportsmanlike conduct, misses next match)', '(Foul)', '(Unsportsmanlike conduct)']","[""90+4'""]",['Zaragoza B.'],['(Foul)'],,,,,,,"[""61'"", ""61'"", ""81'"", ""90+5'""]","['Tohumcu U.', 'Jurasek D.', 'Bischof T.', 'Weghorst W.']","['Promel G.', 'Bulter M.', 'Stach A.', 'Beier M.']","['-', '-', '-', '-']","[""34'"", ""81'""]","['Zvonarek L.', 'Zaragoza B.']","['Pavlovic A.', 'Tel M.']","['-', '-']",2.21,1.59,48%,52%,17.0,12.0,9.0,4.0,8.0,8.0,,,11.0,8.0,6.0,5.0,1.0,3.0,14.0,11.0,2.0,5.0,7.0,9.0,,,3.0,1.0,469.0,509.0,408.0,453.0,,,,,,,115.0,82.0,53.0,35.0,122.0,116.0,,,,,Fritz M.  (Ger),PreZero Arena  (Sinsheim),30 150,30 150
Germany,Bundesliga,Stuttgart,B. Monchengladbach,4,0,2023/2024,18.05,16:30,"""2 - 0""","""2 - 0""","[""23'"", ""31'"", ""75'"", ""83'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 0']","['Guirassy S.', 'Guirassy S.', 'Jeong Woo-Yeong', 'Silas']","['(Millot E.)', '(Karazor A.)', '(Guirassy S.)', '(Jeong Woo-Yeong)']",,,,,"[""90+2'""]",['Undav D.'],"['(Unsportsmanlike conduct, misses next match)']","[""56'"", ""89'""]","['Friedrich M.', 'Herrmann P.']","['(Roughing)', '(Roughing)']",,,,,,,"[""57'"", ""57'"", ""57'"", ""80'"", ""85'""]","['Jeong Woo-Yeong', 'Silas', 'Stenzel P.', 'Rouault A.', 'Haraguchi G.']","['Karazor A.', 'Fuhrich C.', 'Leweling J.', 'Ito H.', 'Guirassy S.']","['-', '-', '-', '-', '-']","[""66'"", ""66'"", ""79'"", ""79'"", ""79'""]","['Ullrich L.', 'Cvancara T.', 'Herrmann P.', 'Fukuda S.', 'Chiarodia F. C.']","['Plea A.', 'Ngoumou N.', 'Netz L.', 'Kone M.', 'Siebatcheu J.']","['-', '-', '-', '-', '-']",1.84,1.45,58%,42%,21.0,13.0,11.0,5.0,10.0,8.0,,,10.0,6.0,8.0,4.0,0.0,1.0,10.0,14.0,5.0,7.0,4.0,9.0,,,1.0,2.0,716.0,475.0,666.0,428.0,,,,,,,118.0,75.0,46.0,30.0,114.0,110.0,,,,,Schlager D.  (Ger),MHPArena  (Stuttgart),60 449,60 058
Germany,Bundesliga,Union Berlin,Freiburg,2,1,2023/2024,18.05,16:30,"""0 - 0""","""2 - 1""","[""68'""]",['1 - 0'],['Hollerbach B.'],['(Aaronson B.)'],"[""85'""]",['1 - 1'],['Doan R.'],['(Grifo V.)'],"[""52'"", ""67'"", ""70'"", ""75'"", ""85'""]","['Knoche R.', 'Trimmel C.', 'Juranovic J.', 'Gosens R.', 'Haberer J.']","['(Tripping)', '(Roughing)', '(Tripping)', '(Unsportsmanlike conduct)', '(Unsportsmanlike conduct)']","[""37'"", ""54'"", ""75'"", ""90+1'""]","['Makengo J.', 'Doan R.', 'Kubler L.', 'Eggestein M.']","['(Handling)', '(Tripping)', '(Unsportsmanlike conduct)']",,,,,,,"[""62'"", ""63'"", ""63'"", ""80'"", ""84'""]","['Haberer J.', 'Hollerbach B.', 'Volland K.', 'Laidouni A.', 'Jaeckel P.']","['Schafer A.', 'Vertessen Y.', 'Leite D.', 'Aaronson B.', 'Juranovic J.']","['-', '-', '-', '-', '-']","[""59'"", ""59'"", ""77'"", ""83'""]","['Gregoritsch M.', 'Weisshaupt N.', 'Philipp M.', 'Muslija F.']","['Holer L.', 'Gunter C.', 'Sallai R.', 'Hofler N.']","['-', '-', '-', '-']",2.68,1.04,43%,57%,14.0,11.0,5.0,5.0,9.0,6.0,,,8.0,14.0,3.0,7.0,0.0,0.0,25.0,15.0,4.0,3.0,14.0,9.0,,,7.0,4.0,303.0,517.0,245.0,455.0,,,,,,,71.0,104.0,48.0,43.0,120.0,116.0,,,,,Dingert C.  (Ger),Stadion An der Alten Försterei  (Berlin),22 012,22 012
Germany,Bundesliga,Werder Bremen,Bochum,4,1,2023/2024,18.05,16:30,"""1 - 0""","""3 - 1""","[""6'"", ""78'"", ""80'"", ""87'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 1']","['Friedl M.', 'Jung A.', 'Stage J.', 'Schmid R.']","['-', '(Ducksch M.)', '(Schmid R.)', '(Ducksch M.)']","[""85'""]",['3 - 1'],['Antwi-Adjei C.'],['(Stoger K.)'],"[""36'""]",['Lynen S.'],['(Foul)'],"[""37'""]",['Wittek M.'],['(Foul)'],,,,,,,"[""46'"", ""73'"", ""73'"", ""85'"", ""90'""]","['Stage J.', 'Kownacki D.', 'Gross C.', 'Deman O.', 'Hansen-Aaroen I.']","['Lynen S.', 'Woltemade N.', 'Bittencourt L.', 'Agu F.', 'Schmid R.']","['-', '-', '-', '-', '-']","[""46'"", ""67'"", ""77'"", ""77'"", ""77'""]","['Bero M.', 'Asano T.', 'Paciencia G.', 'Gamboa C.', 'Antwi-Adjei C.']","['Osterhage P.', 'Broschinski M.', 'Losilla A.', 'Oermann T.', 'Wittek M.']","['-', '-', '-', '-', '-']",3.87,1.98,48%,52%,25.0,26.0,12.0,8.0,13.0,18.0,,,12.0,12.0,8.0,8.0,0.0,0.0,15.0,19.0,7.0,8.0,12.0,12.0,,,1.0,1.0,355.0,392.0,288.0,314.0,,,,,,,74.0,141.0,48.0,51.0,114.0,115.0,,,,,Petersen M.  (Ger),Weserstadion  (Bremen),42 100,42 100
Germany,Bundesliga,Wolfsburg,Mainz,1,3,2023/2024,18.05,16:30,"""1 - 1""","""0 - 2""","[""18'""]",['1 - 0'],['Paredes K.'],['(Kaminski J.)'],"[""24'"", ""71'"", ""85'""]","['1 - 1', '1 - 2', '1 - 3']","['Gruda B.', 'van den Berg S.', 'Burkardt J.']","['(Amiri N.)', '-', '(Gruda B.)']","[""52'"", ""71'""]","['Wimmer P.', 'Majer L.']","['(Tripping)', '(Tripping, misses next match)']","[""12'"", ""54'"", ""89'""]","['Lee Jae-Sung', 'Hanche-Olsen A.', 'Kohr D.']","['(Roughing)', '(Tripping, misses next match)', '(Roughing, misses next match)']",,,,,,,"[""46'"", ""76'"", ""76'"", ""80'""]","['Wimmer P.', 'Behrens K.', 'Cerny V.', 'Broger B.']","['Paredes K.', 'Wind J.', 'Baku R.', 'Wimmer P.']","['-', '-', '-', '-']","[""73'"", ""73'"", ""87'"", ""90+5'"", ""90+5'""]","['Caci A.', 'Ajorque L.', 'Krauss T.', 'Guilavogui J.', 'Richter M.']","['Widmer S.', 'Lee Jae-Sung', 'Gruda B.', 'Burkardt J.', 'Amiri N.']","['-', '-', '-', '-', '-']",1.13,1.65,60%,40%,12.0,12.0,4.0,6.0,8.0,6.0,,,15.0,14.0,1.0,3.0,1.0,3.0,16.0,25.0,3.0,3.0,13.0,15.0,,,2.0,3.0,461.0,257.0,369.0,180.0,,,,,,,102.0,108.0,38.0,34.0,114.0,116.0,,,,,Willenborg F.  (Ger),Volkswagen Arena  (Wolfsburg),28 917,26 627
Germany,Bundesliga,Bochum,Bayer Leverkusen,0,5,2023/2024,12.05,20:30,"""0 - 2""","""0 - 3""",,,,,"[""41'"", ""45+2'"", ""76'"", ""86'"", ""90+3'""]","['0 - 1', '0 - 2', '0 - 3', '0 - 4', '0 - 5']","['Schick P.', 'Boniface V.', 'Adli A.', 'Stanisic J.', 'Grimaldo A.']","['(Arthur)', '(Penalty)', '(Hofmann J.)', '(Arthur)', '(Stanisic J.)']","[""45+1'"", ""63'""]","['Schlotterbeck K.', 'Ordets I.']","['(Tripping)', '(Tripping)']","[""27'""]",['Tella N.'],['(Roughing)'],"[""15'""]",['Passlack F.'],['(Holding)'],,,,"[""20'"", ""46'"", ""61'"", ""61'""]","['Oermann T.', 'Masovic E.', 'Bero M.', 'Daschner L.']","['Asano T.', 'Bernardo', 'Losilla A.', 'Hofmann P.']","['-', '-', '-', '-']","[""64'"", ""69'"", ""69'"", ""79'"", ""79'""]","['Hofmann J.', 'Iglesias B.', 'Adli A.', 'Grimaldo A.', 'Puerta G.']","['Kossounou O.', 'Boniface V.', 'Schick P.', 'Tella N.', 'Xhaka G.']","['-', '-', '-', '-', '-']",0.16,4.29,34%,66%,2.0,28.0,0.0,10.0,2.0,18.0,,,12.0,8.0,2.0,6.0,3.0,2.0,12.0,17.0,5.0,0.0,5.0,10.0,1.0,0.0,2.0,1.0,280.0,615.0,213.0,554.0,,,,,,,76.0,114.0,27.0,73.0,104.0,111.0,,,,,Brand B.  (Ger),Vonovia Ruhrstadion  (Bochum),26 000,26 000
Germany,Bundesliga,Bayern Munich,Wolfsburg,2,0,2023/2024,12.05,18:30,"""2 - 0""","""0 - 0""","[""4'"", ""13'""]","['1 - 0', '2 - 0']","['Zvonarek L.', 'Goretzka L.']","['(Davies A.)', '(Muller T.)']",,,,,,,,"[""53'"", ""90+3'""]","['Majer L.', 'Lacroix M.']","['(Roughing)', '(Delay of game, misses next match)']",,,,,,,"[""74'"", ""74'"", ""74'"", ""74'"", ""90'""]","['Peretz D.', 'Laimer K.', 'Perez Vinlof M.', 'de Ligt M.', 'Asp J.']","['Neuer M.', 'Goretzka L.', 'Zaragoza B.', 'Kim Min-Jae', 'Zvonarek L.']","['-', '-', '-', '-', '-']","[""46'"", ""46'"", ""79'"", ""79'"", ""85'""]","['Kaminski J.', 'Zesiger C.', 'Tomas T.', 'Cerny V.', 'Pejcinovic D.']","['Wimmer P.', 'Jenz M.', 'Paredes K.', 'Baku R.', 'Wind J.']","['-', '-', '-', '-', '-']",0.35,0.22,58%,42%,5.0,5.0,3.0,2.0,2.0,3.0,,,8.0,10.0,4.0,0.0,3.0,0.0,12.0,11.0,2.0,1.0,7.0,8.0,,,0.0,2.0,744.0,517.0,677.0,460.0,,,,,,,128.0,81.0,54.0,34.0,116.0,117.0,,,,,Dankert B.  (Ger),Allianz Arena  (Munich),75 024,75 000
Germany,Bundesliga,Darmstadt,Hoffenheim,0,6,2023/2024,12.05,16:30,"""0 - 5""","""0 - 1""",,,,,"[""2'"", ""6'"", ""22'"", ""26'"", ""44'"", ""51'""]","['0 - 1', '0 - 2', '0 - 3', '0 - 4', '0 - 5', '0 - 6']","['Bebou I.', 'Beier M.', 'Kaderabek P.', 'Kabak O.', 'Beier M.', 'Bebou I.']","['(Grillitsch F.)', '(Kaderabek P.)', '(Grillitsch F.)', '(Kramaric A.)', '(Bebou I.)', '(Kramaric A.)']","[""53'"", ""68'"", ""75'""]","['Muller J.', 'Skarke T.', 'Gjasula K.']","['(Holding, misses next match)', '(Holding)', '(Foul)']",,,,,,,,,,"[""46'"", ""46'"", ""56'"", ""73'"", ""81'""]","['Gjasula K.', 'Seydel A.', 'Holtmann G.', 'Muller A.', 'Kempe T.']","['Honsak M.', 'Vilhelmsson O.', 'Nurnberger F.', 'Skarke T.', 'Karic E.']","['-', '-', '-', '-', '-']","[""46'"", ""46'"", ""72'"", ""72'"", ""85'""]","['Tohumcu U.', 'Drexler T.', 'Jurasek D.', 'Becker F. O.', 'Weghorst W.']","['Stach A.', 'Kabak O.', 'Bulter M.', 'Beier M.', 'Bebou I.']","['-', '-', '-', '-', '-']",0.67,3.22,44%,56%,9.0,12.0,1.0,7.0,8.0,5.0,,,6.0,9.0,2.0,3.0,3.0,3.0,19.0,12.0,1.0,1.0,9.0,3.0,,,3.0,0.0,451.0,661.0,388.0,595.0,,,,,,,97.0,118.0,24.0,23.0,115.0,121.0,,,,,Badstubner F.  (Ger),Merck-Stadion am Bollenfalltor  (Darmstadt),17 810,17 810
Germany,Bundesliga,Mainz,Dortmund,3,0,2023/2024,11.05,19:30,"""3 - 0""","""0 - 0""","[""12'"", ""19'"", ""23'""]","['1 - 0', '2 - 0', '3 - 0']","['Barreiro L.', 'Lee Jae-Sung', 'Lee Jae-Sung']","['(Widmer S.)', '-', '(Barreiro L.)']",,,,,"[""45+1'"", ""56'""]","['Hanche-Olsen A.', 'Barreiro L.']","['(Foul)', '(Foul)']","[""41'"", ""80'""]","['Reus M.', 'Schlotterbeck N.']","['(Tripping)', '(Holding)']",,,,,,,"[""76'"", ""77'"", ""87'"", ""87'""]","['Fernandes E.', 'da Costa D.', 'Weiper N.', 'Richter M.']","['Caci A.', 'Widmer S.', 'Gruda B.', 'Lee Jae-Sung']","['-', '-', '-', '-']","[""46'"", ""46'"", ""46'"", ""69'"", ""76'""]","['Sancho J.', 'Maatsen I.', 'Brandt J.', 'Pohlmann O.', 'Watjen K.']","['Malen D.', 'Morey Bauza M.', 'Ozcan S.', 'Nmecha F.', 'Gittens J.']","['-', '-', '-', '-', '-']",2.47,0.67,35%,65%,14.0,10.0,6.0,2.0,8.0,8.0,,,13.0,8.0,4.0,2.0,2.0,2.0,13.0,13.0,2.0,3.0,14.0,11.0,,,2.0,2.0,261.0,628.0,196.0,553.0,,,,,,,89.0,102.0,31.0,59.0,116.0,110.0,,,,,Stieler T.  (Ger),Mewa Arena  (Mainz),34 000,33 305
Germany,Bundesliga,B. Monchengladbach,Eintracht Frankfurt,1,1,2023/2024,11.05,16:30,"""1 - 1""","""0 - 0""","[""9'""]",['1 - 0'],['Hack R.'],['(Scally J.)'],"[""35'""]",['1 - 1'],['Dina Ebimbe J.'],['(Ekitike H.)'],"[""25'""]",['Itakura K.'],['(Roughing)'],,,,,,,,,,"[""57'"", ""58'"", ""85'"", ""88'"", ""89'""]","['Cvancara T.', 'Netz L.', 'Jantschke T.', 'Herrmann P.', 'Neuhaus F.']","['Plea A.', 'Honorat F.', 'Elvedi N.', 'Hack R.', 'Reitz R.']","['-', '-', '-', '-', '-']","[""62'"", ""76'"", ""76'"", ""90'""]","['Buta', 'Larsson H.', 'Nkounkou N.', 'Nacho']","['Dina Ebimbe J.', 'Skhiri E.', 'Chaibi F.', 'Ekitike H.']","['-', '-', '-', '-']",0.44,1.5,45%,55%,6.0,16.0,3.0,1.0,3.0,15.0,,,12.0,9.0,2.0,8.0,0.0,3.0,17.0,28.0,0.0,2.0,9.0,10.0,,,1.0,0.0,438.0,553.0,368.0,459.0,,,,,,,85.0,125.0,34.0,62.0,114.0,112.0,,,,,Schroder R.  (Ger),Borussia-Park  (Mönchengladbach),54 042,54 042
Germany,Bundesliga,FC Koln,Union Berlin,3,2,2023/2024,11.05,16:30,"""1 - 2""","""2 - 0""","[""45'"", ""87'"", ""90+2'""]","['1 - 2', '2 - 2', '3 - 2']","['Kainz F.', 'Tigges S.', 'Downs D.']","['(Penalty)', '(Uth M.)', '(Maina L.)']","[""15'"", ""19'""]","['0 - 1', '0 - 2']","['Knoche R.', 'Volland K.']","['(Trimmel C.)', '(Penalty)']","[""36'"", ""53'"", ""74'""]","['Schmitz B.', 'Martel E.', 'Huseinbasic D.']","['(Tripping, misses next match)', '(Roughing)', '(Tripping, misses next match)']","[""44'"", ""84'""]","['Khedira R.', 'Juranovic J.']","['(Holding, misses next match)', '(Unsportsmanlike conduct)']",,,,,,,"[""20'"", ""46'"", ""46'"", ""61'"", ""75'""]","['Maina L.', 'Tigges S.', 'Heintz D.', 'Uth M.', 'Downs D.']","['Waldschmidt L.', 'Adamyan S.', 'Schmitz B.', 'Martel E.', 'Alidou F.']","['(Injury)', '-', '-', '-', '-']","[""46'"", ""54'"", ""54'"", ""60'"", ""72'""]","['Haberer J.', 'Hollerbach B.', 'Bedia C.', 'Tousart L.', 'Juranovic J.']","['Khedira R.', 'Aaronson B.', 'Volland K.', 'Roussillon J.', 'Trimmel C.']","['-', '-', '-', '(Injury)', '-']",2.89,1.62,63%,37%,18.0,14.0,5.0,6.0,13.0,8.0,,,16.0,14.0,6.0,8.0,0.0,1.0,23.0,16.0,4.0,2.0,15.0,16.0,,,3.0,2.0,437.0,243.0,341.0,163.0,,,,,,,110.0,85.0,49.0,33.0,113.0,117.0,,,,,Aytekin D.  (Ger),RheinEnergieStadion  (Cologne),50 000,50 000
Germany,Bundesliga,Freiburg,Heidenheim,1,1,2023/2024,11.05,16:30,"""1 - 1""","""0 - 0""","[""29'""]",['1 - 0'],['Doan R.'],['(Gunter C.)'],"[""38'""]",['1 - 1'],['Sessa K.'],['(Dinkci E.)'],"[""64'""]",['Grifo V.'],['(Unsportsmanlike conduct)'],"[""18'""]",['Sessa K.'],['(Foul)'],,,,,,,"[""57'"", ""77'"", ""78'"", ""89'""]","['Makengo J.', 'Holer L.', 'Weisshaupt N.', 'Philipp M.']","['Gulde M.', 'Gregoritsch M.', 'Gunter C.', 'Sallai R.']","['-', '-', '-', '-']","[""65'"", ""65'"", ""74'"", ""74'"", ""89'""]","['Maloney L.', 'Dovedan N.', 'Pick F.', 'Thomalla D.', 'Beck A.']","['Fohrenbach J.', 'Dinkci E.', 'Sessa K.', 'Pieringer M.', 'Beste J.']","['-', '-', '-', '-', '-']",1.94,1.17,52%,48%,19.0,9.0,3.0,3.0,16.0,6.0,,,11.0,9.0,2.0,4.0,2.0,1.0,13.0,13.0,2.0,2.0,9.0,11.0,,,1.0,1.0,498.0,400.0,423.0,324.0,,,,,,,108.0,91.0,55.0,28.0,115.0,115.0,,,,,Siebert D.  (Ger),Europa-Park Stadion  (Freiburg),34 700,34 700
Germany,Bundesliga,RB Leipzig,Werder Bremen,1,1,2023/2024,11.05,16:30,"""0 - 1""","""1 - 0""","[""61'""]",['1 - 1'],['Sesko B.'],['(Simakan M.)'],"[""36'""]",['0 - 1'],['Seiwald N.'],['(Own goal)'],"[""28'""]",['Henrichs B.'],['(Foul)'],,,,,,,,,,"[""46'"", ""64'"", ""64'"", ""77'"", ""80'""]","['Sesko B.', 'Kampl K.', 'Elmas E.', 'Bitshiabu E.', 'Lenz C.']","['Poulsen Y.', 'Seiwald N.', 'Baumgartner C.', 'Klostermann L.', 'Haidara A.']","['-', '-', '-', '-', '-']","[""68'"", ""68'"", ""78'"", ""88'"", ""88'""]","['Stage J.', 'Deman O.', 'Stark N.', 'Gross C.', 'Kownacki D.']","['Woltemade N.', 'Agu F.', 'Veljkovic M.', 'Bittencourt L.', 'Ducksch M.']","['-', '-', '-', '-', '-']",1.93,1.05,47%,53%,13.0,10.0,5.0,1.0,8.0,9.0,,,10.0,13.0,4.0,3.0,2.0,2.0,19.0,10.0,1.0,4.0,12.0,6.0,,,1.0,0.0,465.0,597.0,400.0,519.0,,,,,,,112.0,79.0,41.0,33.0,117.0,115.0,,,,,Stegemann S.  (Ger),Red Bull Arena  (Leipzig),47 069,47 069
